student_id,major,age,housing,commute_miles,work_hours_per_week,advisor_meetings,credits_attempted,final_gpa,study_hours_reported,enrollment_date,dropped_out
NU-101901,Cybersecurity,25,With Family,3.8,35,2,24,2.68,9.8,2024-02-01,0
NU-109801,Learning Technologies,28,On-Campus,8.7,10,5,59,2.69,15.3,2022-10-01,0
NU-105923,Business Analytics,29,Off-Campus,6.4,25,3,32,1.59,10.5,26-Nov-2022,0
NU-105025,Learning Technologies,23,On-Campus,11.6,0,2,83,2.65,10.9,09/04/2023,0
NU-107471,Cyber Security,23,Off-Campus,12.6,0,3,17,1.84,8.7,05/18/2024,0
NU-100750,Learning Technologies,25,With Family,20.3,15,2,55,2.73,13.0,09/05/2022,0
NU-104574,Learning Technologies,24,On-Campus,14.1,20,2,61,1.64,9.8,10/21/2022,0
NU-109486,Business Analytics,25,with family,4.6,30,1,48,1.84,,09/04/2022,0
NU-103919,Cybersecurity,23,Off-Campus,9.9,5,3,71,2.45,,2024-02-26,0
NU-107638,Learning Technologies,22,With Family,14.3,28,2,40,2.31,9.2,10/14/2022,0
NU-100518,Information Technology,21,Off-Campus,21.3,18,1,52,1.99,,2022-08-24,1
NU-101104,Business Analytics,29,Off-Campus,5.7,10,2,97,3.2,12.4,12/17/2023,0
NU-106976,Cybersecurity,25,On-Campus,4.3,15,1,51,2.51,14.2,10/31/2022,0
NU-106923,Cybersecurity,31,off campus,12.7,15,3,49,3.43,17.1,2023-10-15,0
NU-103320,Learning Technologies,26,Off-Campus,8.4,15,3,26,2.56,6.4,2022-10-30,0
NU-109831,Cybersecurity,29,Off-Campus,8.0,0,6,65,2.82,15.3,09/01/2023,0
NU-108207,Information Science,21,Off-Campus,2.2,35,1,0,1.72,,11/24/2022,1
NU-105268,Cybersecurity,24,Off-Campus,3.6,5,5,90,3.38,18.5,27-Oct-2022,0
NU-101662,Data Science,24,With Family,4.1,12,1,86,2.61,9.2,12/02/2023,0
NU-105289,Data Science,29,With Family,16.3,25,1,48,1.15,3.7,2024-04-06,1
NU-106776,Information Science,30,On-Campus,7.6,15,3,44,3.17,12.6,10/02/2022,1
NU-107394,Cyber Security,26,On-Campus,4.8,5,0,77,1.51,,10/28/2022,0
NU-106328,Cybersecurity,22,Off-Campus,19.8,5,3,57,3.26,13.8,25-Oct-2023,1
NU-108971,Cybersecurity,29,On-Campus,4.3,30,4,23,3.0,8.2,12/01/2023,0
NU-103247,Information Technology,23,With Family,12.1,30,2,78,3.21,13.7,2023-11-14,0
NU-106629,Learning Technologies,29,On-Campus,12.5,10,3,35,3.34,18.3,09/28/2022,0
NU-106086,Cybersecurity,31,Off-campus,9.3,12,1,26,2.3,,04/07/2024,0
NU-104102,Learning Technologies,26,On-Campus,10.7,25,2,111,2.52,12.5,09/13/2022,0
NU-101630,Cyber Security,26,With Family,11.2,25,1,6,1.84,6.7,09/04/2022,0
NU-107790,Cybersecurity,27,Off-Campus,4.4,0,3,50,2.61,16.9,12/04/2022,0
NU-101460,Cybersecurity,27,Off-Campus,2.1,0,3,56,2.34,11.5,12-Sep-2023,0
NU-105442,Information Technology,20,Off-Campus,9.6,15,2,36,2.12,9.0,2024-02-10,0
NU-105853,Cybersecurity,26,with family,4.1,20,2,30,2.64,15.5,2022-11-21,1
NU-104449,Cybersecurity,22,On-Campus,0.7,5,7,44,2.03,7.4,05/16/2024,0
NU-107221,Information Science,25,Off-Campus,9.5,28,1,83,2.97,17.2,2022-10-22,0
NU-109591,Business Analytics,35,With Family,3.8,10,1,41,2.58,14.9,04/02/2024,0
NU-105629,Information Science,21,Off-Campus,9.6,30,4,8,2.18,,04/29/2024,0
NU-102434,Information Technology,27,On-Campus,10.8,35,1,87,1.42,7.6,10/25/2022,1
NU-105715,Information Technology,19,On-Campus,1.1,15,2,54,2.74,14.0,23-Aug-2022,0
NU-108047,Business Analytics,23,With Family,22.9,25,1,64,1.31,1.4,26-May-2024,0
NU-108692,Learning Technologies,22,With Family,32.8,18,2,47,2.7,13.6,10/29/2022,0
NU-108769,Learning Technologies,27, On-Campus,30.2,5,3,51,3.19,10.1,05/26/2024,1
NU-107052,Cybersecurity,25,Off-campus,1.4,0,4,32,1.57,8.8,09/28/2022,1
NU-102372,Cybersecurity,22,with family,27.0,18,1,69,1.47,7.7,04/25/2024,0
NU-103137,Learning Technologies,24,off campus,16.4,10,3,65,2.3,8.9,11/30/2022,0
NU-104993,Information Science,22,off campus,6.9,10,3,20,2.67,12.4,10/15/2023,0
NU-105468,Data Science,20,On-Campus,6.4,10,1,64,3.34,12.5,2023-09-03,0
NU-107115,Cybersecurity,29,On-Campus,8.1,10,2,69,2.07,6.9,03/04/2024,0
NU-106600,Data Science,24,With Family,10.7,18,4,29,2.87,11.3,08/26/2023,1
NU-109926,Information Science,25,With Family,28.0,15,5,57,3.24,9.7,05/11/2024,0
NU-100810,Cybersecurity,23,with family,8.8,35,1,72,2.34,12.9,2022-11-06,1
NU-103036,Business Analytics,26,Off-Campus,19.2,0,2,42,2.35,6.7,05/17/2024,0
NU-105362,Business Analytics,23,On-Campus,18.5,40,2,39,1.34,2.7,09/30/2023,0
NU-109100,Information Science,32,Off-Campus,15.6,0,3,53,1.83,,2024-02-23,1
NU-102821,Data Science,34,On-Campus,10.2,15,4,80,3.31,14.1,2023-08-24,0
NU-100630,Info Technology,26,With Family,43.8,12,1,68,2.26,9.9,2022-09-02,0
NU-102536,DataScience,21,Off-Campus,15.8,20,2,74,1.2,,2023-11-08,0
NU-107607,Learning Technologies,23,On-Campus,4.7,30,4,21,2.9,13.5,2023-11-18,0
NU-106245,Cyber Security,29,On-Campus,14.1,5,2,57,2.96,8.7,02-Oct-2022,0
NU-102437,Cybersecurity,20,On-Campus,31.9,30,0,50,1.61,7.5,2023-08-30,1
NU-100470,Learning Technologies,25,With Family,9.1,40,3,34,2.87,10.9,19-Dec-2022,0
NU-109155,Information Science,20,On-Campus,37.8,20,2,0,1.58,,16-Sep-2023,0
NU-102843,Business Analytics,23,Off-campus,9.9,35,4,4,2.99,18.8,26-Sep-2022,0
NU-104809,Cybersecurity,29,On-Campus,5.7,25,4,67,3.28,14.0,09/10/2022,0
NU-106659,Learning Technologies,20,On-Campus,21.2,25,3,51,2.43,,12/17/2023,1
NU-107886,Data Science,23,Off-Campus,16.9,15,2,76,2.96,11.8,09/19/2022,0
NU-100780,Data Science,22,On-Campus,1.5,25,0,33,1.25,4.8,2023-11-24,1
NU-108387,Information Technology,28,Off-campus,18.1,10,4,40,2.28,11.1,04/13/2024,0
NU-103430,Business Analytics,33,With Family,8.7,30,4,61,1.65,,2023-11-10,1
NU-109610,Cyber Security,21,Off-Campus,17.0,0,1,40,0.96,1.5,04/18/2024,0
NU-107121,Information Science,33,Off-Campus,18.1,20,3,28,2.3,7.7,06-Feb-2024,0
NU-101322,Information Science,31,Off-Campus,7.3,5,2,99,3.13,11.8,10/15/2023,0
NU-108871,Data Science,26,With Family,0.8,40,0,87,1.43,5.4,10/20/2022,1
NU-105731,Data Science,25,Off-Campus,8.5,12,6,111,3.45,20.3,2024-02-01,0
NU-109765,Data Science,24,with family,20.6,18,1,0,2.16,11.5,2022-10-10,0
NU-101728,Information  Science,23,On-Campus,29.6,0,1,72,2.04,5.9,23-Aug-2022,0
NU-107251,Information Science,25,Off-Campus,7.5,10,2,56,2.61,7.5,2024-02-11,0
NU-107793,Information Technology,25,Off-Campus,15.2,28,1,51,0.97,,13-Sep-2022,0
NU-104355,Information Technology,26,On-Campus,18.6,12,1,37,0.72,4.0,02/17/2024,0
NU-101713,Data Science,25,Off-Campus,17.9,12,2,33,2.21,8.3,09/21/2023,0
NU-101710,Information Science,27,on-campus,15.4,20,0,72,1.82,3.8,11/27/2022,0
NU-102963,Information Science,24,off campus,8.1,15,4,45,1.74,8.6,12/04/2022,0
NU-106645,Information Science,32,With Family,4.5,15,6,79,3.58,15.8,12/17/2022,0
NU-104592,Cybersecurity,29,On-Campus,41.0,0,2,20,2.48,14.0,2022-11-28,0
NU-107558,Cybersecurity,24,Off-Campus,13.2,25,4,47,3.0,14.1,2024-02-10,0
NU-107200,Cybersecurity,22,Off-Campus,2.9,0,1,117,2.96,15.4,02-Mar-2024,0
NU-108877,Business Analytics,26,Off-Campus,35.0,18,3,67,2.47,10.0,11-Sep-2022,0
NU-105287,Learning Technologies,23,on-campus,11.8,28,2,22,2.11,11.3,10/31/2023,1
NU-104748,Data Science,24,With Family,8.3,-5,5,80,2.5,7.1,2022-09-30,0
NU-105413,Learning Technologies,30,Off-Campus,14.3,30,3,50,1.25,2.0,03/11/2024,1
NU-108704,Data Science,20,Off-Campus,19.2,12,0,12,2.89,9.5,02/05/2024,1
NU-108103,Cybersecurity,20,On-Campus,39.0,28,1,35,2.27,6.6,2024-03-03,0
NU-102105,Information Technology,25,With Family,14.4,10,2,77,3.63,15.1,2023-10-12,0
NU-102023,Information Technology,25,Off-Campus,23.1,25,4,24,1.64,6.2,10/28/2022,0
NU-102477,Cybersecurity,22,Off-campus,9.5,12,1,46,3.02,14.1,09/16/2023,0
NU-108135,Data Science,26,Off-Campus,3.0,25,2,15,2.47,10.5,2022-08-28,0
NU-106937,Cybersecurity,29,with family,10.2,0,5,128,2.91,13.6,2023-12-14,0
NU-108783,Data Science,24,On-Campus,4.0,30,1,67,2.45,,03/30/2024,0
NU-103022,Data Science,30,Off-Campus,9.1,0,2,46,3.09,11.5,04/19/2024,0
NU-107734,Business Analytics,21,With Family,13.6,15,2,44,2.24,11.8,05/17/2024,0
NU-103251,Business Analytics,26,Off-Campus,33.2,40,2,87,2.36,8.5,09/21/2022,0
NU-106302,Learning Technologies,22,On-Campus,15.5,0,7,110,3.16,8.6,04/27/2024,0
NU-107383,Data Science,24,off campus,38.1,18,2,68,1.87,8.9,15-Dec-2023,0
NU-100115,Learning Technologies,23, On-Campus,15.2,25,3,58,1.57,,14-Sep-2022,0
NU-108147,Cybersecurity,23,Off-Campus,3.4,10,3,57,2.97,16.9,08/26/2022,0
NU-108546,Information Science,21,With Family,1.1,25,0,82,2.54,9.1,05/06/2024,0
NU-109989,Business Analytics,27,With Family,10.7,28,1,84,1.76,,04/14/2024,1
NU-108856,Cybersecurity,29,Off-Campus,18.0,18,2,45,2.07,12.3,2023-11-05,0
NU-108311,Information Science,24,With Family,5.4,5,1,85,2.41,7.4,12/11/2022,0
NU-104364,Information Technology,21,Off-Campus,10.2,15,2,40,3.35,16.2,05/09/2024,0
NU-104374,Information Science,29,with family,34.1,20,0,55,2.2,,2022-11-21,0
NU-107108,Cybersecurity,29,Off-Campus,21.0,12,1,53,2.62,10.4,09/09/2022,1
NU-103697,Business Analytics,27,Off-Campus,13.2,10,1,89,2.43,10.7,2022-12-01,1
NU-108191,Information Technology,22,On-Campus,2.8,18,5,19,2.64,14.3,10/02/2022,0
NU-101874,Information Technology,28,On-Campus,5.4,40,0,39,1.8,6.3,2024-04-05,0
NU-107447,Learning Technologies,29,On-Campus,31.3,15,5,18,1.56,,03/06/2024,0
NU-104006,Information Technology,31,Off-Campus,17.3,20,0,48,1.47,4.2,2023-11-27,0
NU-101246,DataScience,27,Off-Campus,14.6,35,2,57,2.49,8.4,12/05/2022,1
NU-108581,Cybersecurity,20,With Family,8.1,5,3,25,2.93,12.1,09/02/2022,0
NU-104231,Cybersecurity,21,Off-campus,1.3,0,3,82,3.49,15.3,10/12/2023,0
NU-101857,Business Analytics,22, On-Campus,3.7,20,3,46,2.05,8.6,11/02/2022,0
NU-103106,Data Science,22,on-campus,9.2,18,3,14,2.48,11.6,10/03/2022,0
NU-101810,Information Technology,26,Off-Campus,1.9,15,2,26,2.42,10.7,08/30/2022,0
NU-107505,Cybersecurity,34,With Family,3.2,15,0,109,1.93,9.4,10/29/2022,0
NU-108530,Information Technology,25,Off-Campus,10.9,0,2,30,2.43,12.2,09/17/2022,1
NU-104152,Information Science,25,With Family,7.2,15,2,48,2.71,6.7,22-Apr-2024,0
NU-105140,Cybersecurity,23,On-Campus,15.8,18,3,72,2.16,11.2,2023-09-28,0
NU-101185,Data Science,22,On-Campus,10.4,12,3,93,2.53,11.9,05/25/2024,0
NU-109157,Information Science,26,Off-Campus,2.6,18,2,63,2.09,7.3,04/24/2024,0
NU-103962,Cybersecurity,25,On-Campus,3.3,0,2,40,3.15,14.6,2024-05-10,0
NU-103522,Information Technology,30,On-Campus,3.4,35,1,103,1.72,8.7,11/23/2023,1
NU-102801,Cyber Security,24,On-Campus,11.8,20,0,84,1.22,4.6,04/05/2024,0
NU-106583,Learning Technologies,21,With Family,6.7,15,1,48,1.82,6.9,12/03/2022,0
NU-105247,Information Science,25,off campus,31.7,0,0,40,2.21,,10/28/2023,0
NU-104759,Information Technology,30,With Family,3.5,40,4,63,2.82,11.6,03/13/2024,0
NU-106695,Business Analytics,23,off campus,12.5,20,1,75,2.07,,23-Nov-2022,1
NU-105683,Learning Technologies,20,Off-campus,6.8,30,2,59,2.22,10.6,03-Oct-2022,0
NU-101500,Information Technology,26,off campus,10.4,0,2,72,2.67,12.0,02-Sep-2023,0
NU-105477,Business Analytics,23,Off-Campus,11.2,10,4,60,2.78,10.7,2022-09-06,1
NU-103693,Learning Technologies,23,on-campus,16.6,25,1,91,1.04,3.0,2022-12-19,0
NU-106544,Information Science,24,Off-Campus,22.0,20,1,97,1.74,5.7,09/23/2022,0
NU-101487,Business Analytics,24,On-Campus,8.2,28,3,80,0.35,,2022-10-23,0
NU-100950,Cybersecurity,18,with family,15.2,25,2,44,2.7,8.6,03/28/2024,0
NU-109015,Learning Technologies,21,Off-Campus,1.0,10,1,72,3.02,14.4,11/27/2023,0
NU-108108,Business Analytics,25,With Family,3.8,35,2,49,1.8,6.2,09/26/2023,1
NU-107801,Cybersecurity,29,Off-Campus,30.7,15,1,74,1.4,5.7,12/19/2022,1
NU-101684,Information Technology,26,Off-Campus,20.0,15,2,63,2.21,8.7,04/01/2024,1
NU-101986,Data Science,24,On-Campus,6.3,0,2,68,1.61,5.9,12/04/2022,1
NU-100508,Learning Technologies,22,off campus,13.0,25,2,59,2.04,11.0,12/18/2022,0
NU-100173,Information Science,26,Off-campus,10.8,5,4,76,2.47,11.2,18-Sep-2022,0
NU-108485,Information Technology,25,With Family,9.5,10,1,65,3.47,17.7,2022-08-28,0
NU-107010,Cyber Security,28,Off-Campus,21.7,10,3,32,2.11,7.1,02/19/2024,0
NU-101036,Business Analytics,22,Off-Campus,1.8,10,5,35,2.81,13.3,2024-04-13,0
NU-104738,Info Technology,24,On-Campus,9.1,20,1,29,1.77,,2024-05-11,1
NU-101787,Cybersecurity,22,on-campus,10.6,5,4,41,1.91,12.0,08/29/2022,1
NU-105945,Learning Technologies,22,Off-Campus,19.1,20,1,65,0.0,5.5,16-Nov-2023,1
NU-104576,Cybersecurity,21,Off-Campus,27.9,20,3,41,2.03,8.6,03/27/2024,0
NU-104397,Learning Technologies,24,With Family,5.8,15,0,65,2.38,11.2,10/22/2022,1
NU-100398,Data Science,31,off campus,17.8,25,2,46,2.5,7.8,19-Apr-2024,0
NU-105999,Cybersecurity,20,off campus,1.1,10,4,55,2.54,10.1,2022-10-20,0
NU-100491,Information Technology,29,On-Campus,7.3,10,5,22,2.08,13.0,2024-03-05,0
NU-101346,Cybersecurity,25,Off-Campus,14.2,10,0,55,2.69,13.1,2024-04-30,0
NU-105702,Information Technology,23,On-Campus,21.4,35,1,87,1.85,7.2,12/11/2023,1
NU-102633,Cybersecurity,24,On-Campus,4.3,15,5,32,1.97,10.6,2023-11-17,0
NU-109403,Information Technology,27,Off-Campus,1.3,12,5,57,3.05,11.9,2024-04-08,0
NU-105273,Information Technology,27, On-Campus,16.0,10,2,31,2.31,,2022-11-20,0
NU-109687,Business Analytics,20,On-Campus,1.6,15,3,43,2.05,7.2,02/24/2024,0
NU-103624,Data Science,21,Off-Campus,9.4,15,3,47,2.33,8.8,02/07/2024,0
NU-109383,Learning Technologies,28,On-Campus,11.9,28,6,59,2.15,,04-Nov-2022,0
NU-106929,Cybersecurity,24,Off-Campus,9.7,12,0,50,3.44,15.6,10/23/2022,0
NU-106002,Data Science,28,Off-Campus,25.0,10,3,55,2.57,13.8,2023-10-19,1
NU-109301,Cybersecurity,25,Off-Campus,12.7,25,2,44,2.01,6.0,2024-03-22,0
NU-108144,Information  Science,26,On-Campus,13.7,10,2,84,2.74,9.8,2022-12-05,0
NU-100966,Data Science,23,Off-Campus,26.9,30,1,60,3.05,9.5,09/30/2022,0
NU-105541,Information Science,27,with family,1.6,20,2,73,1.88,12.9,2024-05-20,0
NU-106359,Cyber Security,22,Off-campus,3.8,10,3,36,2.39,9.9,14-Oct-2022,0
NU-102556,Cyber Security,26,Off-campus,8.6,0,4,29,3.21,16.4,11/20/2022,0
NU-109410,Business Analytics,25,With Family,7.3,12,4,61,3.54,17.6,08/29/2023,0
NU-105290,Data Science,25,On-Campus,14.3,20,5,43,3.22,15.3,12/05/2022,1
NU-103932,DataScience,29, On-Campus,12.3,35,2,50,2.01,12.9,2024-05-15,0
NU-108020,Learning Technologies,27,Off-Campus,27.4,15,1,15,2.09,,10/04/2022,0
NU-106057,Data Science,24,Off-Campus,13.5,18,1,117,2.51,14.1,09/04/2022,0
NU-107262,Information Science,25,On-Campus,3.0,18,1,33,2.81,9.1,11/19/2023,0
NU-109630,Business Analytics,29,On-Campus,3.8,18,2,50,2.98,11.8,09/13/2022,0
NU-107923,Cybersecurity,23,On-Campus,7.1,30,4,48,2.01,10.6,10/01/2022,0
NU-109788,Cybersecurity,23,On-Campus,2.0,20,1,94,2.19,8.3,2024-05-24,0
NU-109631,Cybersecurity,26,On-Campus,7.4,18,3,70,2.07,5.8,02/25/2024,0
NU-101946,Cybersecurity,31,Off-Campus,17.7,20,1,68,1.62,,10/17/2022,0
NU-105330,Data Science,25,Off-Campus,10.2,12,3,92,2.5,14.5,04-Oct-2022,0
NU-105947,Information Science,31,With Family,5.4,30,1,12,1.87,,2023-11-06,0
NU-106820,Information Technology,29, On-Campus,4.1,25,3,86,1.42,,2022-10-08,1
NU-101539,Information Technology,26,With Family,3.3,25,3,54,3.0,16.5,04-Sep-2023,1
NU-105279,Data Science,22,Off-Campus,11.3,18,6,71,3.79,16.1,08/28/2022,0
NU-103953,Information Technology,21,On-Campus,24.7,12,1,63,2.88,11.7,04/14/2024,0
NU-107727,Cybersecurity,26,On-Campus,3.1,15,2,37,2.35,9.1,11/20/2022,0
NU-101947,Data Science,22,Off-Campus,15.9,15,6,41,2.38,10.9,02/29/2024,1
NU-101548,Cybersecurity,31,With Family,17.6,30,0,78,1.79,9.0,2023-09-13,0
NU-101374,Information Science,27, On-Campus,0.1,5,3,40,2.63,12.0,2024-04-22,0
NU-108037,Data Science,28,With Family,12.5,15,2,52,1.7,8.3,2024-04-03,0
NU-104032,Information Technology,25,Off-Campus,3.0,15,5,71,2.33,8.7,12/03/2022,1
NU-106164,Information Technology,23,Off-Campus,12.4,10,3,30,2.03,10.3,11/24/2022,0
NU-102916,Cybersecurity,27,With Family,3.6,20,2,41,2.28,7.9,03/09/2024,0
NU-102674,Learning Technologies,21,Off-Campus,6.4,5,3,55,1.44,7.2,10/31/2023,1
NU-105093,Cybersecurity,28,With Family,7.7,40,2,26,2.55,9.9,11/22/2022,0
NU-103375,Learning Technologies,27,off campus,4.0,15,1,0,2.55,8.9,04-May-2024,1
NU-108339,Information Science,24,With Family,18.8,20,2,57,0.0,,2022-12-02,1
NU-108899,Information Science,32,On-Campus,4.2,18,6,73,3.05,16.0,10/10/2022,0
NU-107999,Cybersecurity,22,With Family,4.3,25,3,108,1.72,14.2,2024-05-08,1
NU-104301,Cybersecurity,28,On-Campus,9.0,20,1,47,1.69,10.8,2023-08-27,0
NU-100241,Information Science,22,On-Campus,2.8,35,2,67,2.59,10.6,11/30/2022,0
NU-107424,Information Technology,22,With Family,12.2,18,1,48,2.78,10.5,2024-03-02,0
NU-103159,Information Science,21,Off-Campus,12.2,0,3,24,2.48,10.2,2024-04-09,0
NU-102296,Learning Technologies,24,Off-Campus,4.1,15,3,59,3.66,15.7,2022-09-06,0
NU-103698,Cybersecurity,25,Off-Campus,9.6,10,1,64,2.78,14.8,02/10/2024,0
NU-104572,Information Science,25,With Family,6.6,12,0,87,1.68,5.3,2022-12-03,1
NU-105674,Cybersecurity,26,with family,2.4,20,2,0,1.86,8.1,03/02/2024,1
NU-105558,Data Science,36,With Family,9.9,30,3,49,2.84,15.0,09/10/2023,0
NU-107322,Information Science,23,With Family,1.7,10,3,30,2.96,12.9,05/06/2024,0
NU-108200,Business Analytics,27,Off-Campus,11.8,0,1,87,3.49,12.5,09/30/2022,0
NU-108037,Data Science,28,With Family,12.5,15,2,52,1.7,8.3,2024-04-03,0
NU-102143,Learning Technologies,31,On-Campus,14.3,20,3,57,2.32,8.4,2022-10-13,0
NU-101652,Information  Science,27,On-Campus,12.2,30,2,73,2.11,5.5,10/10/2023,1
NU-102297,Cybersecurity,30,off campus,17.0,12,3,49,2.46,15.5,06-Oct-2022,1
NU-102815,Data Science,26,With Family,20.3,20,1,68,1.91,,04/15/2024,0
NU-102549,Information Technology,31,With Family,7.9,20,4,29,2.93,9.0,05/06/2024,1
NU-103708,Learning Technologies,-22,off campus,22.8,40,4,37,1.72,,04/04/2024,0
NU-100397,Information Technology,28,Off-Campus,10.2,28,4,90,2.63,,12-Dec-2022,0
NU-100089,Cybersecurity,25,On-Campus,3.9,15,6,65,2.95,10.8,2022-12-08,1
NU-109966,Information  Science,26,With Family,11.3,5,4,59,3.52,14.0,10/08/2022,0
NU-109057,Data Science,29,Off-Campus,5.1,10,1,31,3.51,16.2,2023-10-31,1
NU-103396,Cyber Security,29,On-Campus,30.1,30,0,33,1.22,4.7,2024-03-19,0
NU-106050,Cyber Security,20,Off-Campus,2.0,10,1,58,2.12,8.5,2022-09-20,0
NU-105029,Information Technology,29,Off-Campus,9.1,18,3,60,2.7,11.8,27-Aug-2023,0
NU-100026,Data Science,35,Off-Campus,12.3,10,3,37,3.11,11.2,11/29/2022,0
NU-102222,Cybersecurity,33,On-Campus,11.7,0,9,50,3.46,16.0,2023-11-16,0
NU-107667,Information Technology,24,with family,1.7,25,0,23,1.75,8.9,2024-03-23,0
NU-105694,Data Science,23,Off-Campus,9.3,35,0,71,2.51,10.8,15-Sep-2023,1
NU-107748,Data Science,25,With Family,21.7,12,1,74,0.75,,2022-11-07,0
NU-105598,Information Science,24,On-Campus,4.4,5,8,71,2.23,7.9,10/09/2023,0
NU-105309,Information Science,26,Off-Campus,12.3,35,0,81,2.4,7.2,09/14/2022,0
NU-103835,Cybersecurity,28,Off-Campus,0.7,15,0,77,2.65,12.6,05/08/2024,0
NU-102125,Business Analytics,25,Off-campus,3.7,25,3,75,1.69,5.8,02/14/2024,0
NU-108425,Data Science,21,Off-Campus,14.3,28,1,83,3.04,,2023-09-25,0
NU-101876,Data Science,27,Off-Campus,19.8,10,1,45,2.17,,09/16/2022,1
NU-102496,Learning Technologies,26,With Family,1.3,10,1,47,2.54,12.3,12/07/2022,0
NU-109149,Cybersecurity,25, On-Campus,12.4,10,1,63,2.95,17.6,11/24/2023,0
NU-109380,Information Science,22,Off-Campus,4.3,0,0,24,0.85,,10-Dec-2023,1
NU-105576,Business Analytics,24,With Family,10.4,5,2,84,1.66,,10/21/2022,0
NU-108836,Business Analytics,22,on-campus,17.6,0,3,40,1.63,7.8,09/03/2022,0
NU-101557,Information Science,24,Off-Campus,12.1,5,1,56,3.12,13.6,09/22/2023,0
NU-103531,Data Science,30,Off-Campus,0.4,10,2,66,2.43,15.5,12-Sep-2022,1
NU-105134,Information Technology,32, On-Campus,12.9,28,2,67,1.76,8.2,2022-09-27,0
NU-104695,Cybersecurity,26,On-Campus,25.7,40,1,91,1.97,11.5,11-Sep-2022,1
NU-108655,Learning Technologies,29,Off-Campus,4.2,20,1,33,1.66,11.5,09/23/2023,0
NU-100025,Learning Technologies,29,On-Campus,2.7,0,4,0,2.56,10.1,09/10/2022,0
NU-100151,Info Technology,23,With Family,0.8,35,7,67,2.64,11.3,2022-09-25,0
NU-104298,Business Analytics,24,On-Campus,65.5,10,0,74,0.89,3.2,11/09/2022,0
NU-102069,DataScience,22,On-Campus,1.1,5,3,82,2.71,9.8,01-Nov-2023,0
NU-101504,Cybersecurity,35,Off-Campus,9.4,12,8,44,3.17,15.0,03/18/2024,0
NU-106947,Information Science,22,With Family,5.2,12,1,24,3.0,8.7,12/13/2022,0
NU-101080,Information Science,20,With Family,20.0,35,0,64,1.29,4.4,11/21/2022,0
NU-105811,Cybersecurity,23, On-Campus,11.4,18,5,0,3.1,15.0,2022-10-26,0
NU-101141,Information Technology,24,On-Campus,15.2,28,3,18,2.62,,2022-10-15,0
NU-103646,Information Technology,26,With Family,12.4,10,4,2,1.67,4.0,2022-11-07,0
NU-105872,Cybersecurity,21,On-Campus,11.9,5,1,65,2.85,10.8,29-Apr-2024,0
NU-109522,Information Science,25,On-Campus,7.8,5,4,77,2.26,11.5,09/14/2022,0
NU-105172,Cybersecurity,27,With Family,9.6,30,4,40,2.04,5.9,09/11/2022,1
NU-106312,Information  Science,27,On-Campus,2.6,20,1,80,2.26,7.2,11/02/2022,0
NU-101634,Cybersecurity,29,On-Campus,13.1,20,0,54,1.77,8.8,10/19/2022,1
NU-103384,Cybersecurity,21,on-campus,8.7,5,1,23,2.6,14.2,11/06/2023,0
NU-109400,Information Technology,22,Off-Campus,16.8,12,0,67,3.15,14.5,05/23/2024,1
NU-104007,Information Science,33,With Family,26.9,15,0,43,1.57,6.1,2022-12-01,0
NU-101505,Cybersecurity,31,Off-Campus,15.8,20,3,59,2.03,,30-Nov-2022,0
NU-101019,Data Science,31,On-Campus,5.6,20,1,94,2.06,14.2,2023-09-22,1
NU-101511,Cybersecurity,35,With Family,15.0,15,3,37,2.74,10.9,05/21/2024,0
NU-104358,Learning Technologies,31,With Family,11.9,10,4,55,2.62,7.7,13-Sep-2022,1
NU-106912,Data Science,25,On-Campus,18.7,15,3,88,3.22,12.4,09/02/2023,0
NU-100970,Business Analytics,20,On-Campus,36.8,20,3,40,1.85,10.0,2023-10-14,0
NU-109205,Learning Technologies,26,Off-Campus,10.8,0,7,115,3.35,14.3,09/12/2022,0
NU-101222,Data Science,22,off campus,16.9,15,4,81,2.7,11.1,23-Oct-2022,0
NU-106265,Information Science,30,Off-Campus,2.6,15,2,74,2.59,10.4,12/18/2022,0
NU-107983,Cybersecurity,27,on-campus,1.4,30,2,77,2.96,13.1,2022-11-28,0
NU-109391,Cybersecurity,24,Off-Campus,9.5,28,0,23,2.09,8.6,09/29/2023,1
NU-102106,Cybersecurity,25,Off-Campus,2.0,10,7,33,3.25,,12/15/2023,0
NU-103618,Cybersecurity,27,Off-Campus,11.2,18,1,87,3.25,18.7,11/18/2022,0
NU-106851,Cybersecurity,29,On-Campus,38.1,30,4,1,1.17,7.5,25-Nov-2022,0
NU-103803,Information Technology,26,Off-Campus,12.8,25,1,50,2.04,6.9,10/26/2023,0
NU-103813,Information Science,21,With Family,13.8,20,1,39,3.09,12.8,26-May-2024,0
NU-105231,Business Analytics,22,Off-Campus,5.6,18,1,69,2.83,9.6,10/27/2023,0
NU-104043,Data Science,25,With Family,4.4,30,1,40,1.17,6.6,10/16/2022,0
NU-100955,Information Science,26,with family,4.1,20,3,58,2.84,17.3,04/02/2024,0
NU-108341,Information Technology,31,Off-Campus,1.7,12,3,66,2.24,,2024-04-22,0
NU-107671,Business Analytics,23,On-Campus,4.5,20,3,59,2.62,12.6,12/12/2022,0
NU-101409,Cybersecurity,28,Off-Campus,19.1,35,1,15,2.4,12.8,2022-09-13,0
NU-105548,Cybersecurity,26,Off-Campus,28.1,12,1,71,2.22,12.4,2023-10-08,0
